Koordinatensystem : Lambert konform konisch
Rechtswert        : 4110500 Meter
Hochwert          : 2383500 Meter
Hoehenlage        : 545 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4110500 2383500  1  1 21  -2.3  945 309  2.8 8  3.1  89    0    0 292 -297  2
4110500 2383500  1  1 22  -2.4  945   2  2.7 8  3.0  88    0    0 292 -298  2
4110500 2383500  1  1 23  -2.5  945  16  2.6 8  3.0  88    0    0 291 -300  2
4110500 2383500  1  1 24  -2.8  945  81  2.8 6  2.9  87    0    0 275 -303  2
4110500 2383500  1  2  1  -3.5  944  81  2.7 8  2.8  88    0    0 274 -303  2
4110500 2383500  1  2  2  -3.8  944  80  2.5 8  2.8  92    0    0 288 -303  2
4110500 2383500  1  2  3  -4.0  944  80  2.8 8  2.8  93    0    0 287 -303  2
4110500 2383500  1  2  4  -4.0  945  81  3.4 8  2.8  93    0    0 287 -304  2
4110500 2383500  1  2  5  -4.3  945  71  2.4 8  2.8  93    0    0 286 -304  2
4110500 2383500  1  2  6  -4.4  945  63  2.8 8  2.8  94    0    0 285 -304  2
4110500 2383500  1  2  7  -4.5  945  61  2.6 8  2.7  94    0    0 285 -304  2
4110500 2383500  1  2  8  -4.5  945  63  3.0 8  2.7  93    0    0 283 -304  2
4110500 2383500  1  2  9  -4.6  946  62  3.2 8  2.7  92    3   19 283 -304  2
4110500 2383500  1  2 10  -4.4  947  52  2.9 8  2.7  92   29   85 281 -305  2
4110500 2383500  1  2 11  -3.8  947  69  3.2 6  2.7  90   33  136 257 -308  2
4110500 2383500  1  2 12  -3.4  948  49  3.1 7  2.7  87    6  129 246 -311  2
4110500 2383500  1  2 13  -3.6  948  60  3.0 8  2.7  85    0   58 271 -313  2
4110500 2383500  1  2 14  -3.4  948  55  3.5 8  2.6  83    0   48 282 -314  2
4110500 2383500  1  2 15  -3.9  948  65  3.6 7  2.5  82    0   37 273 -314  2
4110500 2383500  1  2 16  -4.0  949  56  3.6 8  2.4  81    0   13 273 -315  2
4110500 2383500  1  2 17  -4.5  949  70  3.7 8  2.4  80    0    0 281 -314  2
4110500 2383500  1  2 18  -4.6  950  69  3.2 8  2.3  79    0    0 280 -314  2
4110500 2383500  1  2 19  -4.7  951  53  3.0 8  2.3  80    0    0 280 -313  2
4110500 2383500  1  2 20  -4.9  951  48  2.9 8  2.3  83    0    0 279 -313  2
4110500 2383500  1  2 21  -5.3  952  37  3.2 8  2.3  85    0    0 278 -313  2
4110500 2383500  1  2 22  -5.6  953  59  2.5 8  2.3  86    0    0 277 -313  2
4110500 2383500  1  2 23  -6.0  953  58  2.5 8  2.2  85    0    0 274 -313  2
4110500 2383500  1  2 24  -6.7  954  69  2.7 8  2.1  85    0    0 272 -313  2
4110500 2383500  1  3  1  -7.2  954  69  2.3 8  2.0  84    0    0 269 -313  2
4110500 2383500  1  3  2  -8.3  954  69  2.3 6  1.9  84    0    0 254 -313  2
4110500 2383500  1  3  3  -8.9  955  90  1.8 7  1.8  85    0    0 245 -313  2
4110500 2383500  1  3  4  -9.6  955  69  1.6 3  1.7  87    0    0 227 -313  2
4110500 2383500  1  3  5 -10.3  956 110  1.6 3  1.7  88    0    0 202 -313  2
4110500 2383500  1  3  6 -11.4  955  47  1.4 2  1.6  90    0    0 193 -312  2
4110500 2383500  1  3  7 -12.6  955  49  1.3 3  1.5  91    0    0 189 -312  2
4110500 2383500  1  3  8 -11.5  955  68  1.2 5  1.5  93    0    0 207 -311  2
4110500 2383500  1  3  9  -9.9  955  59  1.7 6  1.6  93   13   19 227 -310  2
4110500 2383500  1  3 10  -8.4  957  38  1.1 6  1.8  90   55   70 236 -310  2
4110500 2383500  1  3 11  -7.1  957 191  1.3 3  1.9  86  131  113 225 -310  2
4110500 2383500  1  3 12  -5.7  956  49  2.3 2  2.0  80  161  138 208 -311  2
4110500 2383500  1  3 13  -5.3  956  41  2.6 4  2.1  77   30  153 213 -311  2
4110500 2383500  1  3 14  -5.0  956  29  2.1 5  2.1  76    1   96 228 -311  2
4110500 2383500  1  3 15  -5.3  955  69  2.3 6  2.1  75    2   74 238 -310  2
4110500 2383500  1  3 16  -5.7  956  70  1.6 6  2.0  76    1   38 241 -308  2
4110500 2383500  1  3 17  -6.0  956  42  1.8 7  2.1  80    0    6 245 -304  2
4110500 2383500  1  3 18  -6.1  956  61  1.6 8  2.1  83    0    0 251 -301  2
4110500 2383500  1  3 19  -6.0  956  80  1.5 7  2.1  82    0    0 249 -297  2
4110500 2383500  1  3 20  -6.1  955 114  2.1 7  1.9  75    0    0 242 -292  2
4110500 2383500  1  3 21  -6.2  955  96  0.9 8  1.8  71    0    0 244 -289  2
4110500 2383500  1  3 22  -6.2  955  53  1.5 8  1.9  74    0    0 248 -287  2
4110500 2383500  1  3 23  -6.3  955 112  1.4 8  1.9  75    0    0 248 -287  2
4110500 2383500  1  3 24  -6.4  955 188  1.6 8  1.9  76    0    0 246 -288  2
4110500 2383500  1  4  1  -6.5  955 222  1.6 8  1.9  76    0    0 245 -291  2
4110500 2383500  1  4  2  -6.9  954 232  2.3 8  1.9  76    0    0 244 -292  2
4110500 2383500  1  4  3  -6.8  954 257  1.6 8  1.9  77    0    0 243 -293  2
4110500 2383500  1  4  4  -6.8  954 290  2.1 8  1.9  77    0    0 243 -294  2
4110500 2383500  1  4  5  -7.1  953 275  2.8 8  1.8  76    0    0 243 -294  2
4110500 2383500  1  4  6  -7.2  953 261  2.2 7  1.8  78    0    0 238 -295  2
4110500 2383500  1  4  7  -7.0  953 260  1.8 8  1.9  81    0    0 240 -295  2
4110500 2383500  1  4  8  -6.8  953 265  2.2 8  2.0  84    0    0 246 -296  2
4110500 2383500  1  4  9  -6.3  953 290  2.5 8  2.1  85    2   17 248 -296  2
4110500 2383500  1  4 10  -5.9  953 292  3.1 8  2.1  84    6   67 251 -298  2
4110500 2383500  1  4 11  -5.3  953 262  2.8 7  2.2  83    0   73 251 -302  2
4110500 2383500  1  4 12  -5.0  953 256  2.9 8  2.2  81    0   56 255 -305  2
4110500 2383500  1  4 13  -4.3  953 251  4.1 8  2.3  80    0   47 264 -308  2
4110500 2383500  1  4 14  -4.1  952 287  3.5 8  2.3  77    0   38 266 -310  2
4110500 2383500  1  4 15  -4.5  952 254  4.1 8  2.3  79    0   39 267 -311  2
4110500 2383500  1  4 16  -4.6  952 249  3.7 8  2.5  85    0   34 267 -310  2
4110500 2383500  1  4 17  -4.4  952 231  4.0 8  2.5  87    0   11 267 -308  2
4110500 2383500  1  4 18  -4.0  952 249  5.1 8  2.5  85    0    0 265 -306  2
4110500 2383500  1  4 19  -3.3  952 233  6.0 8  2.5  82    0    0 266 -305  2
4110500 2383500  1  4 20  -3.1  953 253  5.1 8  2.6  82    0    0 267 -306  2
4110500 2383500  1  4 21  -3.1  953 259  5.5 8  2.7  85    0    0 268 -306  2
4110500 2383500  1  4 22  -2.6  953 265  6.1 8  2.8  86    0    0 268 -306  2
4110500 2383500  1  4 23  -2.3  953 273  5.6 8  2.9  85    0    0 269 -306  2
4110500 2383500  1  4 24  -2.2  953 261  5.4 8  2.9  85    0    0 269 -306  2
4110500 2383500  1  5  1  -1.9  953 261  6.7 8  2.9  84    0    0 268 -306  2
4110500 2383500  1  5  2  -1.8  953 264  5.5 8  2.9  84    0    0 269 -305  2
4110500 2383500  1  5  3  -1.6  953 250  6.4 8  3.0  84    0    0 269 -304  2
4110500 2383500  1  5  4  -1.3  953 262  6.0 8  3.1  84    0    0 270 -303  2
4110500 2383500  1  5  5  -1.1  953 262  5.7 8  3.1  84    0    0 271 -303  2
4110500 2383500  1  5  6  -1.0  953 263  5.9 8  3.2  85    0    0 271 -303  2
4110500 2383500  1  5  7  -1.2  953 250  6.6 8  3.4  90    0    0 271 -303  2
4110500 2383500  1  5  8  -0.9  953 259  6.6 7  3.5  93    0    0 267 -304  2
4110500 2383500  1  5  9  -0.7  953 262  5.8 7  3.5  92    5   19 264 -304  2
4110500 2383500  1  5 10  -0.4  954 266  5.9 7  3.6  93   18   76 265 -306  2
4110500 2383500  1  5 11  -0.1  954 270  5.4 7  3.6  91    4   93 268 -308  2
4110500 2383500  1  5 12  -0.3  955 258  5.8 8  3.6  92    0   41 274 -311  2
4110500 2383500  1  5 13   0.0  955 274  5.6 7  3.7  93    0   51 278 -313  2
4110500 2383500  1  5 14   0.3  955 282  5.4 8  3.7  91    0   59 280 -314  2
4110500 2383500  1  5 15   0.3  955 282  4.1 8  3.6  89    0   31 285 -314  2
4110500 2383500  1  5 16  -0.1  956 278  3.9 8  3.7  92    0   22 285 -314  2
4110500 2383500  1  5 17   0.0  957 271  3.6 8  3.7  93    0    7 285 -313  2
4110500 2383500  1  5 18  -0.4  957 270  2.8 8  3.7  95    0    0 285 -313  2
4110500 2383500  1  5 19  -0.6  958 260  2.5 7  3.8  98    0    0 280 -313  2
4110500 2383500  1  5 20  -0.5  958 279  2.1 7  3.8  98    0    0 276 -313  2
4110500 2383500  1  5 21  -0.5  958 260  1.6 8  3.7  97    0    0 280 -313  2
4110500 2383500  1  5 22  -0.5  959 359  0.5 8  3.7  97    0    0 284 -312  2
4110500 2383500  1  5 23  -0.5  959 359  0.5 8  3.8  97    0    0 284 -312  2
4110500 2383500  1  5 24  -0.6  959   1  0.5 8  3.8  98    0    0 284 -311  2
4110500 2383500  1  6  1  -0.5  959 359  0.4 8  3.8  99    0    0 285 -310  2
4110500 2383500  1  6  2  -0.5  959 114  0.5 7  3.8  99    0    0 281 -310  2
4110500 2383500  1  6  3  -0.1  959 358  0.4 8  3.9  99    0    0 283 -311  2
4110500 2383500  1  6  4  -0.5  959 358  0.4 8  3.9  99    0    0 289 -312  2
4110500 2383500  1  6  5  -0.4  959  89  0.6 7  3.8  99    0    0 284 -313  2
4110500 2383500  1  6  6  -0.3  959 130  0.8 7  3.8  98    0    0 280 -314  2
4110500 2383500  1  6  7  -0.2  959   1  0.6 8  3.9  98    0    0 287 -315  2
4110500 2383500  1  6  8  -0.1  959 130  1.7 8  3.9  98    0    0 294 -315  2
4110500 2383500  1  6  9   0.0  959 120  1.5 8  3.9  99    0   10 296 -315  2
4110500 2383500  1  6 10   0.3  959 140  2.4 8  4.0  98    6   60 299 -315  2
4110500 2383500  1  6 11   0.8  959 130  2.0 7  4.0  96    6   94 293 -315  2
4110500 2383500  1  6 12   1.3  959 110  1.6 7  4.0  93    0   85 288 -315  2
4110500 2383500  1  6 13   1.8  958 100  1.3 6  4.0  90    4  119 281 -316  2
4110500 2383500  1  6 14   1.9  958 130  2.0 7  4.0  87    2   98 281 -316  2
4110500 2383500  1  6 15   1.9  958  81  1.5 8  4.0  86    3   78 300 -315  2
4110500 2383500  1  6 16   1.2  957 101  1.2 8  4.0  89    7   51 311 -315  2
4110500 2383500  1  6 17   0.7  957  91  1.5 7  4.0  92    0    8 300 -315  2
4110500 2383500  1  6 18   0.2  957  81  1.3 8  4.0  96    0    0 300 -315  2
4110500 2383500  1  6 19  -0.5  957 360  1.2 8  3.9  98    0    0 306 -318  2
4110500 2383500  1  6 20  -0.8  957 153  0.9 8  3.8  99    0    0 305 -322  2
4110500 2383500  1  6 21   0.0  957 180  1.6 8  3.9 100    0    0 306 -324  2
4110500 2383500  1  6 22   0.7  956 200  1.7 8  4.1 100    0    0 310 -325  2
4110500 2383500  1  6 23   1.0  956 209  2.0 8  4.2  99    0    0 312 -328  2
4110500 2383500  1  6 24   0.9  955 229  1.8 8  4.3 100    0    0 312 -330  2
4110500 2383500  1  7  1   1.4  956 230  3.1 8  4.3  99    0    0 312 -330  2
4110500 2383500  1  7  2   1.5  955 239  3.3 7  4.4  99    0    0 305 -331  2
4110500 2383500  1  7  3   1.8  955 259  4.4 8  4.5  99    0    0 304 -331  2
4110500 2383500  1  7  4   2.1  955 239  4.2 8  4.5  98    0    0 312 -331  2
4110500 2383500  1  7  5   2.1  955 259  4.3 8  4.6  98    0    0 314 -332  2
4110500 2383500  1  7  6   1.6  955 250  3.7 8  4.5  98    0    0 313 -333  2
4110500 2383500  1  7  7   1.4  956 250  3.3 8  4.4  97    0    0 312 -333  2
4110500 2383500  1  7  8   1.6  956 249  2.6 8  4.4  98    0    0 312 -333  2
4110500 2383500  1  7  9   1.7  956 261  2.0 8  4.4  98    0    3 311 -333  2
4110500 2383500  1  7 10   2.0  957 250  2.1 8  4.5  98    0   26 311 -334  2
4110500 2383500  1  7 11   2.3  957 249  2.4 7  4.6  98    0   62 304 -336  2
4110500 2383500  1  7 12   2.5  957 239  1.5 7  4.7  98    5   86 298 -339  2
4110500 2383500  1  7 13   3.2  957 241  2.3 7  4.8  98   15   96 298 -342  2
4110500 2383500  1  7 14   3.8  956 250  1.7 7  4.9  94    0   77 300 -343  2
4110500 2383500  1  7 15   3.9  956 268  1.3 6  4.8  91   15   63 294 -342  2
4110500 2383500  1  7 16   3.4  956 329  0.8 6  4.8  92   20   26 286 -340  2
4110500 2383500  1  7 17   2.5  956  80  1.2 7  4.7  94    0    6 289 -338  2
4110500 2383500  1  7 18   2.0  956  50  1.5 7  4.5  96    0    0 291 -336  2
4110500 2383500  1  7 19   1.7  956 100  1.5 7  4.5  98    0    0 289 -336  2
4110500 2383500  1  7 20   1.6  956 100  1.3 7  4.5  98    0    0 286 -335  2
4110500 2383500  1  7 21   1.1  956  29  1.3 6  4.4  99    0    0 277 -335  2
4110500 2383500  1  7 22   1.0  956  61  1.4 8  4.3  99    0    0 281 -334  2
4110500 2383500  1  7 23   0.7  955  52  1.1 7  4.2  99    0    0 286 -333  2
4110500 2383500  1  7 24   0.7  954  71  0.9 8  4.2  99    0    0 285 -332  2
4110500 2383500  1  8  1   0.6  954 100  1.5 5  4.2  99    0    0 273 -330  2
4110500 2383500  1  8  2   0.6  954 111  1.4 8  4.1  99    0    0 273 -327  2
4110500 2383500  1  8  3   0.8  954 130  1.6 8  4.2  99    0    0 292 -325  2
4110500 2383500  1  8  4   0.9  954 111  1.8 7  4.2  99    0    0 288 -325  2
4110500 2383500  1  8  5   0.5  954 121  1.5 7  4.2  99    0    0 281 -326  2
4110500 2383500  1  8  6  -0.2  953  51  0.8 6  4.0  99    0    0 273 -326  2
4110500 2383500  1  8  7  -0.7  953  89  1.5 7  3.9  99    0    0 271 -327  2
4110500 2383500  1  8  8  -0.1  952 110  1.5 7  3.9 100    0    0 278 -326  2
4110500 2383500  1  8  9  -0.2  952 110  1.7 7  4.0  99    6   24 279 -325  2
4110500 2383500  1  8 10   0.2  952  90  2.2 7  4.0  99   30   91 280 -326  2
4110500 2383500  1  8 11   0.2  952  79  1.9 5  4.0  99   17  127 266 -330  2
4110500 2383500  1  8 12   0.2  952  88  2.3 7  4.0  98   11  145 267 -336  2
4110500 2383500  1  8 13   0.4  952  80  1.8 6  4.0  98   28  178 276 -343  2
4110500 2383500  1  8 14   1.3  951  91  2.3 6  4.2  98   40  175 272 -347  2
4110500 2383500  1  8 15   1.0  950 100  2.4 8  4.3  97    5   97 285 -348  2
4110500 2383500  1  8 16   1.0  949 111  2.5 8  4.2  95    0   41 300 -345  2
4110500 2383500  1  8 17   0.0  948 100  1.9 7  4.0  96    0    1 293 -341  2
4110500 2383500  1  8 18  -0.1  948  90  1.4 8  4.0  98    0    0 292 -338  2
4110500 2383500  1  8 19  -0.2  948  77  1.3 8  4.0  99    0    0 301 -337  2
4110500 2383500  1  8 20  -0.4  947 131  2.3 8  3.9  99    0    0 302 -337  2
4110500 2383500  1  8 21  -0.4  946 183  1.4 8  3.9 100    0    0 302 -336  2
4110500 2383500  1  8 22  -0.5  945 127  1.8 8  3.9  99    0    0 304 -336  2
4110500 2383500  1  8 23  -0.5  944 120  1.3 8  3.9 100    0    0 306 -337  2
4110500 2383500  1  8 24  -0.7  944 238  1.9 6  3.9 100    0    0 275 -338  2
4110500 2383500  1  9  1  -0.1  944 239  1.8 7  4.0 100    0    0 261 -339  2
4110500 2383500  1  9  2   0.9  944 209  1.5 8  4.2 100    0    0 298 -340  2
4110500 2383500  1  9  3   1.7  944 180  2.3 7  4.4  99    0    0 303 -340  2
4110500 2383500  1  9  4   1.6  943 170  2.5 8  4.5  98    0    0 305 -339  2
4110500 2383500  1  9  5   1.8  944 199  2.1 5  4.5  98    0    0 288 -337  2
4110500 2383500  1  9  6   3.0  943 206  2.8 6  4.8  98    0    0 273 -336  2
4110500 2383500  1  9  7   3.8  943 237  3.2 8  5.0  95    0    0 302 -335  2
4110500 2383500  1  9  8   4.0  943 238  3.5 8  5.0  94    0    0 318 -333  2
4110500 2383500  1  9  9   4.0  943 240  4.1 8  5.2  95    7   17 318 -330  2
4110500 2383500  1  9 10   4.7  943 239  4.6 7  5.1  92   14   69 311 -329  2
4110500 2383500  1  9 11   5.3  944 239  5.8 7  5.1  87    5   93 304 -332  2
4110500 2383500  1  9 12   5.0  944 240  5.3 7  5.0  86    1  102 304 -334  2
4110500 2383500  1  9 13   5.9  944 241  5.0 6  5.1  84   20  150 299 -334  2
4110500 2383500  1  9 14   6.2  944 246  5.6 4  5.0  79   56  153 281 -335  2
4110500 2383500  1  9 15   5.8  944 237  4.5 5  4.8  77   24  107 275 -334  2
4110500 2383500  1  9 16   5.0  944 244  2.6 7  4.7  78    0   39 292 -332  2
4110500 2383500  1  9 17   3.7  944 268  5.2 6  4.5  80    0   11 294 -330  2
4110500 2383500  1  9 18   2.3  945 239  2.9 7  4.5  89    0    0 290 -329  2
4110500 2383500  1  9 19   3.3  945 223  3.2 7  4.8  96    0    0 295 -328  2
4110500 2383500  1  9 20   3.7  945 242  4.6 7  4.8  92    0    0 296 -326  2
4110500 2383500  1  9 21   3.5  945 242  4.2 7  4.7  90    0    0 296 -320  2
4110500 2383500  1  9 22   3.0  945 261  5.5 8  4.8  92    0    0 300 -315  2
4110500 2383500  1  9 23   2.7  945 251  6.0 8  4.6  92    0    0 304 -315  2
4110500 2383500  1  9 24   2.5  946 242  4.2 6  4.4  90    0    0 290 -316  2
4110500 2383500  1 10  1   2.8  946 260  3.9 7  4.4  89    0    0 285 -318  2
4110500 2383500  1 10  2   2.4  945 241  2.4 8  4.5  92    0    0 296 -319  2
4110500 2383500  1 10  3   1.9  944 240  4.3 8  4.6  97    0    0 300 -319  2
4110500 2383500  1 10  4   0.2  943 290  4.6 8  4.3  98    0    0 297 -319  2
4110500 2383500  1 10  5   1.2  944 260  4.8 7  4.2  98    0    0 290 -319  2
4110500 2383500  1 10  6   1.6  945 270  5.3 8  4.4  97    0    0 291 -318  2
4110500 2383500  1 10  7   1.5  946 269  4.8 8  4.4  97    0    0 298 -318  2
4110500 2383500  1 10  8   1.7  947 279  5.6 8  4.3  95    0    0 300 -319  2
4110500 2383500  1 10  9   1.9  948 269  4.7 8  4.3  92    6   20 301 -319  2
4110500 2383500  1 10 10   1.9  950 271  4.3 8  4.2  90    6   69 301 -319  2
4110500 2383500  1 10 11   2.2  951 260  5.4 7  4.1  88    0   69 295 -320  2
4110500 2383500  1 10 12   2.3  951 259  5.5 8  4.0  85    0   39 296 -321  2
4110500 2383500  1 10 13   2.4  952 261  4.6 8  4.0  84    0   50 305 -320  2
4110500 2383500  1 10 14   2.6  952 262  4.4 8  3.9  81    0   55 306 -320  2
4110500 2383500  1 10 15   3.0  952 248  5.1 7  3.8  76    0   65 300 -320  2
4110500 2383500  1 10 16   2.9  953 252  3.9 6  3.6  72    8   61 287 -320  2
4110500 2383500  1 10 17   2.9  953 240  3.2 7  3.6  72    0    8 288 -319  2
4110500 2383500  1 10 18   2.5  954 253  2.5 6  3.6  73    0    0 288 -318  2
4110500 2383500  1 10 19   2.3  954 230  2.2 7  3.6  76    0    0 289 -318  2
4110500 2383500  1 10 20   1.8  955 228  2.6 7  3.7  80    0    0 296 -319  2
4110500 2383500  1 10 21   1.8  955 239  2.8 7  3.8  83    0    0 297 -319  2
4110500 2383500  1 10 22   1.4  956 231  2.5 6  3.9  86    0    0 291 -319  2
4110500 2383500  1 10 23   1.2  956 199  2.4 6  3.9  89    0    0 283 -320  2
4110500 2383500  1 10 24   1.3  956 189  2.2 6  3.9  88    0    0 283 -322  2
4110500 2383500  1 11  1   1.8  956 209  2.8 5  3.9  87    0    0 277 -322  2
4110500 2383500  1 11  2   2.1  956 209  2.5 7  3.9  85    0    0 285 -323  2
4110500 2383500  1 11  3   2.6  956 229  2.1 7  4.0  83    0    0 298 -323  2
4110500 2383500  1 11  4   2.7  955 198  2.8 7  3.9  81    0    0 297 -324  2
4110500 2383500  1 11  5   1.9  955 171  2.5 7  3.8  79    0    0 296 -325  2
4110500 2383500  1 11  6   1.6  954 171  2.0 6  3.6  79    0    0 288 -326  2
4110500 2383500  1 11  7   2.0  954 177  2.5 6  3.6  78    0    0 282 -327  2
4110500 2383500  1 11  8   2.8  953 172  2.3 7  3.6  75    0    0 290 -328  2
4110500 2383500  1 11  9   4.0  953 211  3.0 7  3.8  74    2   16 299 -329  2
4110500 2383500  1 11 10   4.5  952 198  3.4 7  3.9  72   12   71 302 -332  2
4110500 2383500  1 11 11   5.2  953 170  2.8 7  3.9  68   10  107 305 -336  2
4110500 2383500  1 11 12   6.3  952 179  2.6 7  3.9  64    3  115 307 -340  2
4110500 2383500  1 11 13   7.7  950 181  3.1 7  4.0  61    6  130 310 -344  2
4110500 2383500  1 11 14   8.2  950 190  2.7 7  4.4  63    2  105 313 -346  2
4110500 2383500  1 11 15   7.8  949 170  3.0 8  4.7  66    0   46 323 -347  2
4110500 2383500  1 11 16   7.2  948 170  3.2 8  4.5  66    0   18 330 -349  2
4110500 2383500  1 11 17   7.4  947 200  3.2 8  4.8  70    0    4 330 -351  2
4110500 2383500  1 11 18   6.6  946 210  3.5 8  5.5  82    0    0 331 -351  2
4110500 2383500  1 11 19   7.4  945 232  4.3 8  6.0  90    0    0 330 -351  2
4110500 2383500  1 11 20   8.1  945 242  6.3 8  6.2  88    0    0 332 -352  2
4110500 2383500  1 11 21   8.0  946 251  5.6 7  6.4  89    0    0 326 -351  2
4110500 2383500  1 11 22   8.2  946 243  5.9 7  6.4  89    0    0 318 -348  2
4110500 2383500  1 11 23   8.1  945 240  5.8 7  6.2  85    0    0 316 -343  2
4110500 2383500  1 11 24   8.4  945 241  5.9 6  5.9  81    0    0 308 -339  2
4110500 2383500  1 12  1   6.4  945 284  4.5 6  5.4  79    0    0 299 -335  2
