Koordinatensystem : Lambert konform konisch
Rechtswert        : 4110500 Meter
Hochwert          : 2384500 Meter
Hoehenlage        : 538 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4110500 2384500  1  6 15   2.1  958  81  1.6 8  3.9  84    3   80 301 -316  1
4110500 2384500  1  6 16   1.5  958 101  1.3 8  3.9  86    7   52 311 -315  1
4110500 2384500  1  6 17   1.0  958  91  1.6 7  3.9  89    0    8 301 -315  1
4110500 2384500  1  6 18   0.7  958  81  1.4 8  4.0  93    0    0 301 -315  1
4110500 2384500  1  6 19   0.0  958   0  1.3 8  3.9  94    0    0 307 -319  1
4110500 2384500  1  6 20  -0.3  958 151  1.0 8  3.8  95    0    0 307 -323  1
4110500 2384500  1  6 21   0.5  958 180  1.7 8  3.9  96    0    0 308 -324  1
4110500 2384500  1  6 22   1.2  957 200  1.8 8  4.1  95    0    0 311 -325  1
4110500 2384500  1  6 23   1.4  957 209  2.1 8  4.2  96    0    0 313 -328  1
4110500 2384500  1  6 24   1.5  956 229  1.9 8  4.3  96    0    0 313 -330  1
4110500 2384500  1  7  1   1.8  956 230  3.2 8  4.3  96    0    0 313 -331  1
4110500 2384500  1  7  2   1.9  956 239  3.4 7  4.4  96    0    0 306 -331  1
4110500 2384500  1  7  3   2.2  956 259  4.5 8  4.5  96    0    0 305 -331  1
4110500 2384500  1  7  4   2.4  956 239  4.3 8  4.5  96    0    0 313 -332  1
4110500 2384500  1  7  5   2.4  956 259  4.4 8  4.6  96    0    0 315 -332  1
4110500 2384500  1  7  6   1.9  956 249  3.8 8  4.5  96    0    0 314 -333  1
4110500 2384500  1  7  7   1.7  957 250  3.4 8  4.4  96    0    0 312 -333  1
4110500 2384500  1  7  8   1.9  957 249  2.7 8  4.4  96    0    0 312 -333  1
4110500 2384500  1  7  9   2.0  957 261  2.1 8  4.4  96    0    3 312 -334  1
4110500 2384500  1  7 10   2.1  958 250  2.3 8  4.5  96    0   27 311 -335  1
4110500 2384500  1  7 11   2.4  958 249  2.5 7  4.6  97    0   61 304 -337  1
4110500 2384500  1  7 12   2.6  958 239  1.6 7  4.6  96    0   89 298 -340  1
4110500 2384500  1  7 13   3.3  958 241  2.4 7  4.8  96   15   97 299 -342  1
4110500 2384500  1  7 14   3.9  957 250  1.8 7  4.9  94    0   82 300 -343  1
4110500 2384500  1  7 15   4.0  957 268  1.4 6  4.8  90   15   61 294 -342  1
4110500 2384500  1  7 16   3.7  957 329  0.9 6  4.8  91   20   26 287 -341  1
4110500 2384500  1  7 17   2.7  957  80  1.3 7  4.7  93    0    5 290 -338  1
4110500 2384500  1  7 18   2.2  957  50  1.6 7  4.5  95    0    0 292 -337  1
4110500 2384500  1  7 19   2.0  957 100  1.5 7  4.5  96    0    0 289 -336  1
4110500 2384500  1  7 20   1.9  957 100  1.4 7  4.4  96    0    0 287 -336  1
4110500 2384500  1  7 21   1.6  956  29  1.4 6  4.4  96    0    0 278 -335  1
4110500 2384500  1  7 22   1.4  956  61  1.5 8  4.3  96    0    0 282 -334  1
4110500 2384500  1  7 23   1.1  955  52  1.2 7  4.2  96    0    0 287 -333  1
4110500 2384500  1  7 24   1.1  955  71  0.9 8  4.2  95    0    0 286 -332  1
4110500 2384500  1  8  1   1.0  955 100  1.5 5  4.1  95    0    0 274 -330  1
4110500 2384500  1  8  2   0.9  955 111  1.5 8  4.1  96    0    0 274 -327  1
4110500 2384500  1  8  3   1.2  954 130  1.7 8  4.2  96    0    0 294 -325  1
4110500 2384500  1  8  4   1.4  955 111  1.8 7  4.2  95    0    0 289 -326  1
4110500 2384500  1  8  5   1.0  954 121  1.6 7  4.2  95    0    0 282 -326  1
4110500 2384500  1  8  6   0.2  954  51  0.9 6  4.0  96    0    0 274 -327  1
4110500 2384500  1  8  7  -0.2  954  89  1.5 7  3.9  97    0    0 272 -327  1
4110500 2384500  1  8  8   0.4  953 110  1.5 7  3.9  97    0    0 280 -326  1
4110500 2384500  1  8  9   0.2  953 110  1.8 7  4.0  96    6   24 280 -326  1
4110500 2384500  1  8 10   0.5  953  90  2.2 7  4.0  96   30   91 281 -327  1
4110500 2384500  1  8 11   0.4  953  79  1.9 5  4.0  96   16  126 268 -331  1
4110500 2384500  1  8 12   0.5  952  88  2.3 7  4.0  95   10  144 268 -337  1
4110500 2384500  1  8 13   0.7  952  79  1.9 6  4.0  95   26  175 276 -343  1
4110500 2384500  1  8 14   1.6  952  91  2.3 6  4.2  95   41  176 273 -348  1
4110500 2384500  1  8 15   1.3  951 100  2.5 8  4.2  94    5   97 287 -348  1
4110500 2384500  1  8 16   1.2  950 111  2.6 8  4.1  93    0   40 300 -345  1
4110500 2384500  1  8 17   0.2  949 100  1.9 7  4.0  94    0    1 293 -341  1
4110500 2384500  1  8 18   0.3  949  90  1.4 8  3.9  95    0    0 293 -339  1
4110500 2384500  1  8 19   0.2  949  77  1.3 8  3.9  95    0    0 302 -338  1
4110500 2384500  1  8 20   0.1  948 131  2.4 8  3.9  95    0    0 303 -337  1
4110500 2384500  1  8 21   0.0  947 183  1.5 8  3.9  96    0    0 303 -337  1
4110500 2384500  1  8 22  -0.1  946 127  1.8 8  3.9  96    0    0 305 -337  1
4110500 2384500  1  8 23  -0.1  945 120  1.4 8  3.9  96    0    0 307 -337  1
4110500 2384500  1  8 24  -0.2  945 238  2.0 6  3.9  96    0    0 276 -338  1
4110500 2384500  1  9  1   0.3  945 239  1.9 7  3.9  96    0    0 263 -340  1
4110500 2384500  1  9  2   1.2  945 209  1.6 8  4.1  96    0    0 299 -340  1
4110500 2384500  1  9  3   2.1  945 180  2.4 7  4.4  96    0    0 304 -340  1
4110500 2384500  1  9  4   1.9  944 170  2.5 8  4.5  96    0    0 306 -339  1
4110500 2384500  1  9  5   2.1  944 199  2.2 5  4.5  96    0    0 289 -337  1
4110500 2384500  1  9  6   3.4  944 206  2.9 6  4.7  96    0    0 274 -336  1
4110500 2384500  1  9  7   4.3  944 237  3.2 8  5.0  92    0    0 303 -335  1
4110500 2384500  1  9  8   4.3  944 238  3.5 8  5.1  91    0    0 320 -333  1
4110500 2384500  1  9  9   4.3  944 240  4.2 8  5.2  94    6   17 319 -330  1
4110500 2384500  1  9 10   5.0  944 239  4.7 7  5.2  91   14   70 312 -330  1
4110500 2384500  1  9 11   5.6  945 239  5.9 7  5.1  86    7   97 305 -332  1
4110500 2384500  1  9 12   5.3  945 240  5.3 7  5.1  84    1  100 305 -334  1
4110500 2384500  1  9 13   6.1  945 241  5.1 6  5.1  83   19  150 299 -335  1
4110500 2384500  1  9 14   6.4  944 246  5.6 4  4.9  78   59  155 282 -335  1
4110500 2384500  1  9 15   6.0  944 237  4.6 5  4.8  76   24  108 276 -335  1
4110500 2384500  1  9 16   5.3  945 244  2.7 7  4.7  76    1   40 293 -333  1
4110500 2384500  1  9 17   4.1  945 268  5.3 6  4.4  78    0   11 295 -331  1
4110500 2384500  1  9 18   2.6  946 240  3.0 7  4.5  86    0    0 292 -329  1
4110500 2384500  1  9 19   3.6  946 223  3.2 7  4.8  94    0    0 296 -328  1
4110500 2384500  1  9 20   4.1  946 242  4.6 7  4.8  90    0    0 297 -326  1
4110500 2384500  1  9 21   3.9  946 242  4.3 7  4.7  87    0    0 297 -320  1
4110500 2384500  1  9 22   3.4  946 261  5.6 8  4.8  90    0    0 301 -315  1
4110500 2384500  1  9 23   3.0  946 251  6.1 8  4.6  90    0    0 305 -315  1
4110500 2384500  1  9 24   2.9  946 242  4.2 6  4.4  88    0    0 291 -316  1
4110500 2384500  1 10  1   3.2  946 261  3.9 7  4.4  87    0    0 286 -318  1
4110500 2384500  1 10  2   2.7  946 241  2.5 8  4.5  90    0    0 297 -319  1
4110500 2384500  1 10  3   2.2  944 240  4.3 8  4.6  96    0    0 301 -319  1
4110500 2384500  1 10  4   0.5  944 290  4.7 8  4.3  96    0    0 298 -319  1
4110500 2384500  1 10  5   1.6  945 260  4.9 7  4.2  95    0    0 291 -319  1
4110500 2384500  1 10  6   1.9  946 270  5.3 8  4.4  95    0    0 292 -319  1
4110500 2384500  1 10  7   1.8  947 269  4.8 8  4.4  95    0    0 299 -319  1
4110500 2384500  1 10  8   2.0  948 279  5.7 8  4.4  94    0    0 301 -319  1
4110500 2384500  1 10  9   2.1  949 269  4.8 8  4.3  91    6   20 302 -319  1
4110500 2384500  1 10 10   2.1  951 271  4.4 8  4.2  90    6   68 302 -319  1
4110500 2384500  1 10 11   2.5  952 260  5.5 7  4.1  87    0   68 296 -321  1
4110500 2384500  1 10 12   2.5  952 259  5.6 8  4.0  84    0   39 296 -321  1
4110500 2384500  1 10 13   2.6  953 261  4.7 8  4.0  82    0   50 305 -321  1
4110500 2384500  1 10 14   2.8  953 262  4.4 8  3.9  80    0   56 306 -320  1
4110500 2384500  1 10 15   3.2  953 248  5.2 7  3.8  75    0   67 301 -321  1
4110500 2384500  1 10 16   3.1  954 251  4.0 6  3.6  71   10   65 287 -320  1
4110500 2384500  1 10 17   3.2  954 240  3.3 7  3.5  70    0    8 288 -319  1
4110500 2384500  1 10 18   2.7  955 253  2.6 6  3.6  72    0    0 289 -318  1
4110500 2384500  1 10 19   2.7  955 229  2.3 7  3.6  74    0    0 289 -318  1
4110500 2384500  1 10 20   2.3  956 228  2.7 7  3.7  77    0    0 297 -319  1
4110500 2384500  1 10 21   2.5  956 239  2.9 7  3.8  80    0    0 298 -319  1
4110500 2384500  1 10 22   1.9  957 231  2.6 6  3.9  83    0    0 292 -320  1
4110500 2384500  1 10 23   1.6  956 199  2.5 6  3.9  86    0    0 284 -321  1
4110500 2384500  1 10 24   1.5  956 189  2.3 6  3.9  86    0    0 283 -322  1
4110500 2384500  1 11  1   2.1  956 209  2.9 5  3.9  85    0    0 278 -323  1
4110500 2384500  1 11  2   2.4  957 209  2.5 7  3.9  83    0    0 286 -323  1
4110500 2384500  1 11  3   2.8  957 229  2.2 7  4.0  82    0    0 298 -323  1
4110500 2384500  1 11  4   3.2  956 198  2.8 7  3.9  79    0    0 299 -324  1
4110500 2384500  1 11  5   2.3  956 171  2.5 7  3.8  77    0    0 297 -325  1
4110500 2384500  1 11  6   1.9  955 171  2.1 6  3.6  76    0    0 289 -327  1
4110500 2384500  1 11  7   2.3  955 178  2.6 6  3.6  76    0    0 283 -328  1
4110500 2384500  1 11  8   3.1  954 172  2.4 7  3.6  73    0    0 290 -328  1
4110500 2384500  1 11  9   4.2  954 211  3.0 7  3.7  72    2   17 299 -330  1
4110500 2384500  1 11 10   4.7  953 199  3.4 7  3.9  70   13   73 303 -333  1
4110500 2384500  1 11 11   5.5  953 170  2.9 7  3.8  66    9  106 305 -336  1
4110500 2384500  1 11 12   6.5  953 179  2.7 7  3.9  63    3  114 308 -340  1
4110500 2384500  1 11 13   7.9  951 181  3.1 7  4.0  59    6  131 310 -345  1
4110500 2384500  1 11 14   8.4  950 190  2.8 7  4.4  61    2  106 313 -347  1
4110500 2384500  1 11 15   8.0  949 170  3.1 8  4.7  65    0   46 323 -347  1
4110500 2384500  1 11 16   7.4  948 170  3.4 8  4.5  65    0   19 330 -349  1
4110500 2384500  1 11 17   7.6  947 200  3.3 8  4.7  69    0    4 330 -351  1
4110500 2384500  1 11 18   6.9  947 210  3.6 8  5.5  80    0    0 332 -352  1
4110500 2384500  1 11 19   7.8  946 232  4.4 8  6.0  88    0    0 331 -352  1
4110500 2384500  1 11 20   8.5  946 242  6.4 8  6.2  86    0    0 333 -352  1
4110500 2384500  1 11 21   8.4  947 251  5.7 7  6.4  86    0    0 327 -352  1
4110500 2384500  1 11 22   8.6  947 243  6.0 8  6.4  86    0    0 325 -348  1
4110500 2384500  1 11 23   8.4  946 240  5.9 7  6.1  83    0    0 322 -343  1
4110500 2384500  1 11 24   8.8  946 241  6.0 6  5.9  79    0    0 309 -339  1
4110500 2384500  1 12  1   6.4  946 285  4.6 6  5.4  78    0    0 299 -336  1
4110500 2384500  1 12  2   4.7  945 318  5.5 6  5.0  82    0    0 293 -333  1
